year,cbsa,cbsatitle,category,indicator,value
2008,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0.146225855
2009,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0.136739537
2010,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0.169891596
2011,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0.143144205
2012,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0.139638409
2013,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0.141322538
2014,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0.146338165
2000,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0
2001,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0.022595951
2002,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0.026817175
2003,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0.040079642
2004,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0.092990838
2005,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0.114066496
2006,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0.155755982
2007,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0.178327188
2008,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0.100090258
2009,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0.031790987
2010,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0.045033988
2011,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0.021791717
2012,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0.023238033
2013,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0.027904488
2014,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Person, indexed to 2000",0.036984667
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",0
2001,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",4.34627E-05
2002,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",0.006760381
2003,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",0.014826386
2004,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",0.031146094
2005,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",0.01229106
2006,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",0.030138656
2007,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",0.039456829
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",0.028152391
2009,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",0.036022905
2010,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",0.041266676
2011,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",0.043356556
2012,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",0.043414596
2013,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",0.042247705
2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Average Annual Wage, indexed to 2000",0.060833801
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0
2001,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0.006279518
2002,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0.041286275
2003,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0.058267016
2004,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0.078709193
2005,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0.097489439
2006,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0.114012927
2007,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0.106593572
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0.090958484
2009,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0.127119362
2010,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0.153286338
2011,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0.156266138
2012,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0.168205842
2013,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0.170954078
2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Job, indexed to 2000",0.186905146
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",0
2001,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",-0.006310206
2002,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",0.026999727
2003,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",0.041170079
2004,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",0.068746559
2005,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",0.091902979
2006,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",0.113512769
2007,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",0.112915359
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",0.108155474
2009,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",0.116539232
2010,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",0.14218621
2011,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",0.155989841
2012,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",0.175655127
2013,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",0.18476896
2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Prosperity,"Output Per Person, indexed to 2000",0.211176783
2000,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0
2001,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0.05437896
2002,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0.068542086
2003,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0.1188135
2004,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0.15023914
2005,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0.174600765
2006,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0.194503292
2007,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0.176268578
2008,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0.145194665
2009,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0.137517527
2010,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0.120771848
2011,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0.111774124
2012,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0.105410218
2013,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0.101621106
2014,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Average Annual Wage, indexed to 2000",0.113530524
2000,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0
2001,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0.039442163
2002,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0.061734691
2003,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0.085696526
2004,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0.113767244
2005,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0.146859139
2006,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0.134577274
2007,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0.106079526
2008,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0.091667436
2009,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0.08550752
2010,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0.089458689
2011,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0.054317456
2012,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0.052560925
2013,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0.051119082
2014,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Job, indexed to 2000",0.027853997
2000,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",0
2001,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",0.046378501
2002,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",0.06148937
2003,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",0.090191461
2004,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",0.146790966
2005,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",0.201377377
2006,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",0.188736528
2007,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",0.108951949
2008,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",0.012984088
2009,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",-0.066541113
2010,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",-0.082311332
2011,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",-0.105314657
2012,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",-0.097553544
2013,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",-0.082689561
2014,15980,"Cape Coral-Fort Myers, FL",Prosperity,"Output Per Person, indexed to 2000",-0.074986167
2000,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0
2001,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0.046476688
2002,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0.071458258
2003,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0.094270311
2004,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0.104837015
2005,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0.127609029
2006,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0.146320537
2007,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0.165229365
2008,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0.164774328
2009,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0.196658239
2010,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0.20828025
2011,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0.208961204
2012,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0.202456683
2013,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0.203854099
2014,16700,"Charleston-North Charleston, SC",Prosperity,"Average Annual Wage, indexed to 2000",0.221329704
2000,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0
2001,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0.019250875
2002,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0.035620049
2003,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0.055590037
2004,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0.059872959
2005,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0.072306752
2006,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0.071910195
2007,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0.072834164
2008,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0.073455997
2009,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0.089814782
2010,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0.109193265
2011,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0.152561337
2012,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0.145856977
2013,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0.144199118
2014,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Job, indexed to 2000",0.126572534
2000,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",0
2001,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",-0.00340871
2002,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",0.014080939
2003,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",0.030207343
2004,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",0.04355697
2005,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",0.063017651
2006,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",0.059514932
2007,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",0.080338858
2008,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",0.056764193
2009,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",-0.000748503
2010,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",0.002603463
2011,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",0.050313175
2012,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",0.052811299
2013,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",0.052062597
2014,16700,"Charleston-North Charleston, SC",Prosperity,"Output Per Person, indexed to 2000",0.044907495
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0
2001,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0.017877709
2002,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0.038282178
2003,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0.046243954
2004,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0.076185718
2005,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0.095950522
2006,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0.110000074
2007,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0.112377949
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0.095877111
2009,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0.084411532
2010,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0.10508123
2011,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0.117991135
2012,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0.131927595
2013,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0.13493681
2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Average Annual Wage, indexed to 2000",0.150713772
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",Prosperity,"Output Per Job, indexed to 2000",0
