Year,CBSA,CBSA_Name,Race,Indicator,Value,SE,Sig
2013-2014,16860,"Chattanooga, TN-GA",Hispanic,Percent Change in Median Earnings,-0.097072028,0.142212316,
2013-2014,16860,"Chattanooga, TN-GA",Asian,Percent Change in Median Earnings,-0.140068561,0.28578949,
2013-2014,16860,"Chattanooga, TN-GA",Other,Percent Change in Median Earnings,0.432461202,0.771493971,
2013-2014,16860,"Chattanooga, TN-GA",People of Color,Percent Change in Median Earnings,-0.041935422,0.10044647,
2013-2014,16860,"Chattanooga, TN-GA",Total,Percent Change in Median Earnings,-0.013193388,0.071659885,
2000-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",White,Percent Change in Median Earnings,-0.039478172,0.022712745,*
2000-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Black,Percent Change in Median Earnings,-0.121719003,0.026302034,*
2000-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Hispanic,Percent Change in Median Earnings,-0.053041413,0.008497548,*
2000-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Asian,Percent Change in Median Earnings,0.034035247,0.01819835,*
2000-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Other,Percent Change in Median Earnings,-0.087351456,0.123015963,
2000-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",People of Color,Percent Change in Median Earnings,-0.093415551,0.016939504,*
2000-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Total,Percent Change in Median Earnings,-0.062905565,0.00861892,*
2009-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",White,Percent Change in Median Earnings,-0.052130103,0.02241688,*
2009-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Black,Percent Change in Median Earnings,0.035721209,0.037308972,
2009-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Hispanic,Percent Change in Median Earnings,0.008819284,0.009698631,
2009-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Asian,Percent Change in Median Earnings,-0.075248897,0.026331536,*
2009-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Other,Percent Change in Median Earnings,0.176955879,0.183593899,
2009-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",People of Color,Percent Change in Median Earnings,-0.038258862,0.017996529,*
2009-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Total,Percent Change in Median Earnings,0.01144647,0.009361611,
2013-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",White,Percent Change in Median Earnings,-0.005919722,0.033272121,
2013-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Black,Percent Change in Median Earnings,0.062714793,0.03722363,*
2013-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Hispanic,Percent Change in Median Earnings,0.012109266,0.022717016,
2013-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Asian,Percent Change in Median Earnings,-0.0601843,0.050065324,
2013-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Other,Percent Change in Median Earnings,0.105223335,0.183324352,
2013-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",People of Color,Percent Change in Median Earnings,0.026278827,0.019924138,
2013-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Total,Percent Change in Median Earnings,0.009889678,0.017129328,
2000-2014,17140,"Cincinnati, OH-KY-IN",White,Percent Change in Median Earnings,0.009178618,0.013732215,
2000-2014,17140,"Cincinnati, OH-KY-IN",Black,Percent Change in Median Earnings,-0.242827654,0.037012979,*
2000-2014,17140,"Cincinnati, OH-KY-IN",Hispanic,Percent Change in Median Earnings,-0.053041413,0.081170231,
2000-2014,17140,"Cincinnati, OH-KY-IN",Asian,Percent Change in Median Earnings,0.32442677,0.179378852,*
2000-2014,17140,"Cincinnati, OH-KY-IN",Other,Percent Change in Median Earnings,-0.062905535,0.073399886,
2000-2014,17140,"Cincinnati, OH-KY-IN",People of Color,Percent Change in Median Earnings,-0.100389339,0.03802029,*
2000-2014,17140,"Cincinnati, OH-KY-IN",Total,Percent Change in Median Earnings,-0.040415321,0.017822113,*
2009-2014,17140,"Cincinnati, OH-KY-IN",White,Percent Change in Median Earnings,0.07887622,0.016935768,*
2009-2014,17140,"Cincinnati, OH-KY-IN",Black,Percent Change in Median Earnings,-0.184280694,0.077352211,*
2009-2014,17140,"Cincinnati, OH-KY-IN",Hispanic,Percent Change in Median Earnings,0.056858286,0.138753459,
2009-2014,17140,"Cincinnati, OH-KY-IN",Asian,Percent Change in Median Earnings,0.531618893,0.282908469,*
2009-2014,17140,"Cincinnati, OH-KY-IN",Other,Percent Change in Median Earnings,-0.075248934,0.211004958,
2009-2014,17140,"Cincinnati, OH-KY-IN",People of Color,Percent Change in Median Earnings,-0.035042338,0.06271071,
2009-2014,17140,"Cincinnati, OH-KY-IN",Total,Percent Change in Median Earnings,-0.013598897,0.024402993,
2013-2014,17140,"Cincinnati, OH-KY-IN",White,Percent Change in Median Earnings,0.046612941,0.033584837,
2013-2014,17140,"Cincinnati, OH-KY-IN",Black,Percent Change in Median Earnings,-0.003325391,0.069085687,
2013-2014,17140,"Cincinnati, OH-KY-IN",Hispanic,Percent Change in Median Earnings,0.076516196,0.151563302,
2013-2014,17140,"Cincinnati, OH-KY-IN",Asian,Percent Change in Median Earnings,0.162238821,0.27047956,
2013-2014,17140,"Cincinnati, OH-KY-IN",Other,Percent Change in Median Earnings,0.23350814,0.125117555,*
2013-2014,17140,"Cincinnati, OH-KY-IN",People of Color,Percent Change in Median Earnings,0.076516196,0.068741851,
2013-2014,17140,"Cincinnati, OH-KY-IN",Total,Percent Change in Median Earnings,0.05259357,0.026854329,*
2000-2014,17460,"Cleveland-Elyria, OH",White,Percent Change in Median Earnings,-0.028198363,0.010018785,*
2000-2014,17460,"Cleveland-Elyria, OH",Black,Percent Change in Median Earnings,-0.250324428,0.016864231,*
2000-2014,17460,"Cleveland-Elyria, OH",Hispanic,Percent Change in Median Earnings,-0.052607767,0.07488697,
2000-2014,17460,"Cleveland-Elyria, OH",Asian,Percent Change in Median Earnings,0.184487402,0.168264061,
2000-2014,17460,"Cleveland-Elyria, OH",Other,Percent Change in Median Earnings,-0.400259554,0.148182884,*
2000-2014,17460,"Cleveland-Elyria, OH",People of Color,Percent Change in Median Earnings,-0.209092259,0.05304705,*
2000-2014,17460,"Cleveland-Elyria, OH",Total,Percent Change in Median Earnings,-0.100389354,0.01686308,*
2009-2014,17460,"Cleveland-Elyria, OH",White,Percent Change in Median Earnings,0.07887622,0.026699275,*
2009-2014,17460,"Cleveland-Elyria, OH",Black,Percent Change in Median Earnings,-0.093381368,0.055411167,*
2009-2014,17460,"Cleveland-Elyria, OH",Hispanic,Percent Change in Median Earnings,0.063463785,0.118810371,
2009-2014,17460,"Cleveland-Elyria, OH",Asian,Percent Change in Median Earnings,0.043647632,0.174810857,
2009-2014,17460,"Cleveland-Elyria, OH",Other,Percent Change in Median Earnings,-0.013598897,0.341429025,
2009-2014,17460,"Cleveland-Elyria, OH",People of Color,Percent Change in Median Earnings,-0.070845388,0.078085519,
2009-2014,17460,"Cleveland-Elyria, OH",Total,Percent Change in Median Earnings,-0.026577828,0.025912613,
2013-2014,17460,"Cleveland-Elyria, OH",White,Percent Change in Median Earnings,-0.013193442,0.021742452,
2013-2014,17460,"Cleveland-Elyria, OH",Black,Percent Change in Median Earnings,-0.122838601,0.033073969,*
2013-2014,17460,"Cleveland-Elyria, OH",Hispanic,Percent Change in Median Earnings,-0.01319347,0.099509589,
2013-2014,17460,"Cleveland-Elyria, OH",Asian,Percent Change in Median Earnings,-0.025528526,0.206113219,
2013-2014,17460,"Cleveland-Elyria, OH",Other,Percent Change in Median Earnings,-0.392734408,0.181849182,*
2013-2014,17460,"Cleveland-Elyria, OH",People of Color,Percent Change in Median Earnings,-0.132432565,0.066899672,*
2013-2014,17460,"Cleveland-Elyria, OH",Total,Percent Change in Median Earnings,-0.013193514,0.024644272,
2000-2014,17820,"Colorado Springs, CO",White,Percent Change in Median Earnings,0.001566509,0.042854447,
2000-2014,17820,"Colorado Springs, CO",Black,Percent Change in Median Earnings,-0.083729878,0.084774703,
2000-2014,17820,"Colorado Springs, CO",Hispanic,Percent Change in Median Earnings,-0.042081203,0.091827318,
2000-2014,17820,"Colorado Springs, CO",Asian,Percent Change in Median Earnings,0.174491778,0.182972401,
2000-2014,17820,"Colorado Springs, CO",Other,Percent Change in Median Earnings,-0.002931469,0.15913333,
2000-2014,17820,"Colorado Springs, CO",People of Color,Percent Change in Median Earnings,-0.038877472,0.039048523,
2000-2014,17820,"Colorado Springs, CO",Total,Percent Change in Median Earnings,-0.047022589,0.021537302,*
2009-2014,17820,"Colorado Springs, CO",White,Percent Change in Median Earnings,-0.003655389,0.054372989,
2009-2014,17820,"Colorado Springs, CO",Black,Percent Change in Median Earnings,-0.186219081,0.127006382,
2009-2014,17820,"Colorado Springs, CO",Hispanic,Percent Change in Median Earnings,-0.07524886,0.127540484,
2009-2014,17820,"Colorado Springs, CO",Asian,Percent Change in Median Earnings,0.21697244,0.284658104,
2009-2014,17820,"Colorado Springs, CO",Other,Percent Change in Median Earnings,0.033545364,0.264825314,
2009-2014,17820,"Colorado Springs, CO",People of Color,Percent Change in Median Earnings,-0.075248934,0.0529464,
2009-2014,17820,"Colorado Springs, CO",Total,Percent Change in Median Earnings,-0.075248957,0.021584893,*
2013-2014,17820,"Colorado Springs, CO",White,Percent Change in Median Earnings,0.073594056,0.058735527,
2013-2014,17820,"Colorado Springs, CO",Black,Percent Change in Median Earnings,-0.131610289,0.181860462,
2013-2014,17820,"Colorado Springs, CO",Hispanic,Percent Change in Median Earnings,-0.054310359,0.10355866,
2013-2014,17820,"Colorado Springs, CO",Asian,Percent Change in Median Earnings,0.352747381,0.247974604,
2013-2014,17820,"Colorado Springs, CO",Other,Percent Change in Median Earnings,0.049962174,0.188772902,
2013-2014,17820,"Colorado Springs, CO",People of Color,Percent Change in Median Earnings,0.00694542,0.050717153,
2013-2014,17820,"Colorado Springs, CO",Total,Percent Change in Median Earnings,-0.013193514,0.030675061,
2000-2014,17900,"Columbia, SC",White,Percent Change in Median Earnings,-0.100389361,0.042135045,*
2000-2014,17900,"Columbia, SC",Black,Percent Change in Median Earnings,-0.053041413,0.034286819,
2000-2014,17900,"Columbia, SC",Hispanic,Percent Change in Median Earnings,-0.131473437,0.088191338,
2000-2014,17900,"Columbia, SC",Asian,Percent Change in Median Earnings,-0.170865789,0.11053437,
2000-2014,17900,"Columbia, SC",Other,Percent Change in Median Earnings,-0.336537093,0.197316408,*
2000-2014,17900,"Columbia, SC",People of Color,Percent Change in Median Earnings,-0.086831398,0.044565517,*
2000-2014,17900,"Columbia, SC",Total,Percent Change in Median Earnings,-0.11994607,0.032865897,*
2009-2014,17900,"Columbia, SC",White,Percent Change in Median Earnings,-0.112239026,0.059531018,*
2009-2014,17900,"Columbia, SC",Black,Percent Change in Median Earnings,-0.075248972,0.06392134,
2009-2014,17900,"Columbia, SC",Hispanic,Percent Change in Median Earnings,-0.023873897,0.11264883,
2009-2014,17900,"Columbia, SC",Asian,Percent Change in Median Earnings,-0.112239003,0.25607419,
2009-2014,17900,"Columbia, SC",Other,Percent Change in Median Earnings,-0.431663394,0.487351805,
2009-2014,17900,"Columbia, SC",People of Color,Percent Change in Median Earnings,-0.075248964,0.06384214,
2009-2014,17900,"Columbia, SC",Total,Percent Change in Median Earnings,-0.139024854,0.047107235,*
2013-2014,17900,"Columbia, SC",White,Percent Change in Median Earnings,-0.006827,0.056381207,
2013-2014,17900,"Columbia, SC",Black,Percent Change in Median Earnings,0.00780239,0.065095022,
2013-2014,17900,"Columbia, SC",Hispanic,Percent Change in Median Earnings,-0.062533848,0.152801841,
2013-2014,17900,"Columbia, SC",Asian,Percent Change in Median Earnings,0.038743723,0.256667346,
2013-2014,17900,"Columbia, SC",Other,Percent Change in Median Earnings,0.164431691,0.388866484,
2013-2014,17900,"Columbia, SC",People of Color,Percent Change in Median Earnings,0.027175862,0.077767268,
2013-2014,17900,"Columbia, SC",Total,Percent Change in Median Earnings,-0.048436508,0.049613606,
2000-2014,18140,"Columbus, OH",White,Percent Change in Median Earnings,-0.024585698,0.013969396,*
2000-2014,18140,"Columbus, OH",Black,Percent Change in Median Earnings,-0.225687221,0.04574823,*
2000-2014,18140,"Columbus, OH",Hispanic,Percent Change in Median Earnings,-0.14322792,0.016263844,*
2000-2014,18140,"Columbus, OH",Asian,Percent Change in Median Earnings,0.249459222,0.181320131,
2000-2014,18140,"Columbus, OH",Other,Percent Change in Median Earnings,-0.210867822,0.1809441,
2000-2014,18140,"Columbus, OH",People of Color,Percent Change in Median Earnings,-0.178926736,0.036147501,*
2000-2014,18140,"Columbus, OH",Total,Percent Change in Median Earnings,-0.05179375,0.012152249,*
2009-2014,18140,"Columbus, OH",White,Percent Change in Median Earnings,0.01144647,0.0214833,
2009-2014,18140,"Columbus, OH",Black,Percent Change in Median Earnings,-0.186219081,0.060022522,*
2009-2014,18140,"Columbus, OH",Hispanic,Percent Change in Median Earnings,-0.026577799,0.053132609,
2009-2014,18140,"Columbus, OH",Asian,Percent Change in Median Earnings,-0.075248897,0.177970588,
2009-2014,18140,"Columbus, OH",Other,Percent Change in Median Earnings,-0.075248897,0.275834352,
2009-2014,18140,"Columbus, OH",People of Color,Percent Change in Median Earnings,-0.149229005,0.044626463,*
2009-2014,18140,"Columbus, OH",Total,Percent Change in Median Earnings,-0.013598897,0.020197859,
2013-2014,18140,"Columbus, OH",White,Percent Change in Median Earnings,0.015830358,0.028566334,
2013-2014,18140,"Columbus, OH",Black,Percent Change in Median Earnings,-0.076181129,0.069702171,
2013-2014,18140,"Columbus, OH",Hispanic,Percent Change in Median Earnings,-0.102903143,0.097505204,
2013-2014,18140,"Columbus, OH",Asian,Percent Change in Median Earnings,0.127778918,0.183322027,
2013-2014,18140,"Columbus, OH",Other,Percent Change in Median Earnings,-0.013193483,0.231044456,
2013-2014,18140,"Columbus, OH",People of Color,Percent Change in Median Earnings,-0.054310359,0.052110489,
2013-2014,18140,"Columbus, OH",Total,Percent Change in Median Earnings,0.018638982,0.033900682,
2000-2014,19100,"Dallas-Fort Worth-Arlington, TX",White,Percent Change in Median Earnings,0.064055614,0.023879323,*
2000-2014,19100,"Dallas-Fort Worth-Arlington, TX",Black,Percent Change in Median Earnings,0.02228488,0.032264043,
2000-2014,19100,"Dallas-Fort Worth-Arlington, TX",Hispanic,Percent Change in Median Earnings,0.014266957,0.021845853,
2000-2014,19100,"Dallas-Fort Worth-Arlington, TX",Asian,Percent Change in Median Earnings,0.153346986,0.033347409,*
2000-2014,19100,"Dallas-Fort Worth-Arlington, TX",Other,Percent Change in Median Earnings,-0.241219029,0.051850669,*
2000-2014,19100,"Dallas-Fort Worth-Arlington, TX",People of Color,Percent Change in Median Earnings,-0.062905535,0.008178808,*
2000-2014,19100,"Dallas-Fort Worth-Arlington, TX",Total,Percent Change in Median Earnings,-0.048488777,0.018135438,*
2009-2014,19100,"Dallas-Fort Worth-Arlington, TX",White,Percent Change in Median Earnings,0.024913033,0.033362772,
2009-2014,19100,"Dallas-Fort Worth-Arlington, TX",Black,Percent Change in Median Earnings,0.027501134,0.048453338,
2009-2014,19100,"Dallas-Fort Worth-Arlington, TX",Hispanic,Percent Change in Median Earnings,0.063463785,0.028345622,*
2009-2014,19100,"Dallas-Fort Worth-Arlington, TX",Asian,Percent Change in Median Earnings,0.05685832,0.052170485,
2009-2014,19100,"Dallas-Fort Worth-Arlington, TX",Other,Percent Change in Median Earnings,-0.205540314,0.095475413,*
2009-2014,19100,"Dallas-Fort Worth-Arlington, TX",People of Color,Percent Change in Median Earnings,-0.036717646,0.021620698,*
2009-2014,19100,"Dallas-Fort Worth-Arlington, TX",Total,Percent Change in Median Earnings,0.017226102,0.019392395,
2013-2014,19100,"Dallas-Fort Worth-Arlington, TX",White,Percent Change in Median Earnings,0.033797253,0.026358366,
2013-2014,19100,"Dallas-Fort Worth-Arlington, TX",Black,Percent Change in Median Earnings,0.01732634,0.044409197,
2013-2014,19100,"Dallas-Fort Worth-Arlington, TX",Hispanic,Percent Change in Median Earnings,-0.01319347,0.034685809,
2013-2014,19100,"Dallas-Fort Worth-Arlington, TX",Asian,Percent Change in Median Earnings,-0.013193483,0.059152227,
2013-2014,19100,"Dallas-Fort Worth-Arlington, TX",Other,Percent Change in Median Earnings,-0.118922681,0.095487766,
2013-2014,19100,"Dallas-Fort Worth-Arlington, TX",People of Color,Percent Change in Median Earnings,-0.013193464,0.008650079,
2013-2014,19100,"Dallas-Fort Worth-Arlington, TX",Total,Percent Change in Median Earnings,0.017644161,0.019438455,
2000-2014,19380,"Dayton, OH",White,Percent Change in Median Earnings,-0.070402309,0.028924095,*
2000-2014,19380,"Dayton, OH",Black,Percent Change in Median Earnings,-0.137873068,0.075441875,*
2000-2014,19380,"Dayton, OH",Hispanic,Percent Change in Median Earnings,-0.325291961,0.239419803,
2000-2014,19380,"Dayton, OH",Asian,Percent Change in Median Earnings,0.483171105,0.415804982,
2000-2014,19380,"Dayton, OH",Other,Percent Change in Median Earnings,-0.118028745,0.251846194,
2000-2014,19380,"Dayton, OH",People of Color,Percent Change in Median Earnings,-0.137873068,0.076483592,*
2000-2014,19380,"Dayton, OH",Total,Percent Change in Median Earnings,-0.06290558,0.019039163,*
2009-2014,19380,"Dayton, OH",White,Percent Change in Median Earnings,0.023831587,0.059789658,
2009-2014,19380,"Dayton, OH",Black,Percent Change in Median Earnings,-0.07524886,0.119261526,
2009-2014,19380,"Dayton, OH",Hispanic,Percent Change in Median Earnings,0.109701276,0.664040983,
2009-2014,19380,"Dayton, OH",Asian,Percent Change in Median Earnings,0.695376933,0.522000253,
2009-2014,19380,"Dayton, OH",Other,Percent Change in Median Earnings,-0.229374111,0.263764471,
2009-2014,19380,"Dayton, OH",People of Color,Percent Change in Median Earnings,-0.113780223,0.097174793,
2009-2014,19380,"Dayton, OH",Total,Percent Change in Median Earnings,0.027501134,0.041498546,
